,Postcode,Borough,Postcode Latitude,Postcode Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
4838,00-047,Śródmieście,52.2388,21.0172,Coffeetura,52.23843140192897,21.018502868766458,Café
4839,00-047,Śródmieście,52.2388,21.0172,Green Caffè Nero,52.23922646420295,21.017243793594474,Café
4840,00-047,Śródmieście,52.2388,21.0172,Fit And Green,52.23961022936312,21.01688888760301,Vegetarian / Vegan Restaurant
4841,00-047,Śródmieście,52.2388,21.0172,Piwnica Pod Harenda,52.23892239990498,21.01886739447869,Bar
4842,00-047,Śródmieście,52.2388,21.0172,Klub Harenda,52.23891026767701,21.019009748012238,Pub
4843,00-047,Śródmieście,52.2388,21.0172,InDecks MusiClub,52.23963585095219,21.017147931741942,Pub
4844,00-325,Śródmieście,52.2399,21.0172,Krakowskie Przedmieście,52.240645239435736,21.016358354950068,Road
4845,00-325,Śródmieście,52.2399,21.0172,Galeria Wypieków,52.239152810501324,21.017270050462773,Bakery
4846,00-325,Śródmieście,52.2399,21.0172,Kościół Św. Krzyża,52.238718109033414,21.01748364658442,Church
4847,00-325,Śródmieście,52.2399,21.0172,Pankejk,52.238779,21.017782,Creperie
4848,00-325,Śródmieście,52.2399,21.0172,Główna Księgarnia Naukowa im. Bolesława Prusa,52.23996119798813,21.01675330344543,Bookstore
4849,00-325,Śródmieście,52.2399,21.0172,Costa Coffee,52.23870983185997,21.017552705340403,Coffee Shop
4850,00-325,Śródmieście,52.2399,21.0172,Sucré Lody Naturalne,52.24017911644863,21.01661600990518,Café
4851,00-325,Śródmieście,52.2399,21.0172,Green Caffè Nero,52.23922646420295,21.017243793594474,Café
4852,00-325,Śródmieście,52.2399,21.0172,Fit And Green,52.23961022936312,21.01688888760301,Vegetarian / Vegan Restaurant
4853,00-325,Śródmieście,52.2399,21.0172,Restauracja Polska Przy Trakcie,52.24060381218081,21.01600214630059,Eastern European Restaurant
4854,00-325,Śródmieście,52.2399,21.0172,Browarmia,52.240437521908916,21.016397095834343,Brewery
4855,00-325,Śródmieście,52.2399,21.0172,Przy Trakcie,52.24100348558695,21.016216994241073,Restaurant
4856,00-325,Śródmieście,52.2399,21.0172,InDecks MusiClub,52.23963585095219,21.017147931741942,Pub
4857,00-325,Śródmieście,52.2399,21.0172,Ceprownia,52.24028735650018,21.016503715368927,Eastern European Restaurant
4858,00-071,Śródmieście,52.2444,21.0139,Zapiecek,52.24503524362948,21.013765551023987,Polish Restaurant
4859,00-071,Śródmieście,52.2444,21.0139,Dream Hostel Warsaw,52.24505298305593,21.01372615913051,Hostel
4860,00-071,Śródmieście,52.2444,21.0139,Chopin Point Warsaw,52.244934,21.014576,Concert Hall
4861,00-071,Śródmieście,52.2444,21.0139,Pijalnia Czekolady E.Wedel,52.2446444921177,21.014010186678984,Chocolate Shop
4862,00-071,Śródmieście,52.2444,21.0139,Kino Kultura,52.24350230725696,21.014242426848718,Movie Theater
4863,00-071,Śródmieście,52.2444,21.0139,Green Caffè Nero,52.243839660731126,21.014189177917668,Coffee Shop
4864,00-071,Śródmieście,52.2444,21.0139,Klar,52.24446359661202,21.014053258061075,Cocktail Bar
4865,00-071,Śródmieście,52.2444,21.0139,"Pijalnia Kawy ""Pożegnanie z Afryką""",52.244772798219444,21.01449345962228,Café
4866,00-071,Śródmieście,52.2444,21.0139,Delicja Polska,52.24461944083608,21.014080573155947,Polish Restaurant
4867,00-071,Śródmieście,52.2444,21.0139,Geisha Sushi,52.24390620341937,21.014179943940437,Sushi Restaurant
4868,00-071,Śródmieście,52.2444,21.0139,Muzeum Karykatury im. Eryka Lipińskiego,52.244989,21.01314,Art Museum
4869,00-071,Śródmieście,52.2444,21.0139,Restauracja Kultura,52.24350066237614,21.01426187320052,Eastern European Restaurant
4870,00-071,Śródmieście,52.2444,21.0139,Molly Malone's Irish Pub,52.24449369223432,21.014036213843543,Pub
4871,00-333,Śródmieście,52.2385,21.018,Falla,52.23878467073245,21.019413466794695,Vegetarian / Vegan Restaurant
4872,00-333,Śródmieście,52.2385,21.018,Handroll Oboźna,52.23842645047962,21.01850179863395,Sushi Restaurant
4873,00-333,Śródmieście,52.2385,21.018,Galeria Wypieków,52.239152810501324,21.017270050462773,Bakery
4874,00-333,Śródmieście,52.2385,21.018,Nightskating Warsaw,52.238242808285,21.018018842581093,Racetrack
4875,00-333,Śródmieście,52.2385,21.018,Kościół Św. Krzyża,52.238718109033414,21.01748364658442,Church
4876,00-333,Śródmieście,52.2385,21.018,Pankejk,52.238779,21.017782,Creperie
4877,00-333,Śródmieście,52.2385,21.018,Teatr Polski,52.2385625054195,21.0193860926074,Theater
4878,00-333,Śródmieście,52.2385,21.018,Costa Coffee,52.23870983185997,21.017552705340403,Coffee Shop
4879,00-333,Śródmieście,52.2385,21.018,Coffeetura,52.23843140192897,21.018502868766458,Café
4880,00-333,Śródmieście,52.2385,21.018,Green Caffè Nero,52.23922646420295,21.017243793594474,Café
4881,00-333,Śródmieście,52.2385,21.018,Fit And Green,52.23961022936312,21.01688888760301,Vegetarian / Vegan Restaurant
4882,00-333,Śródmieście,52.2385,21.018,Piwnica Pod Harenda,52.23892239990498,21.01886739447869,Bar
4883,00-333,Śródmieście,52.2385,21.018,Akademia smaku,52.23881194959285,21.019501125500177,Eastern European Restaurant
4884,00-333,Śródmieście,52.2385,21.018,Babooshka,52.23877884070772,21.01990550935246,Russian Restaurant
4885,00-333,Śródmieście,52.2385,21.018,Klub Harenda,52.23891026767701,21.019009748012238,Pub
4886,00-333,Śródmieście,52.2385,21.018,InDecks MusiClub,52.23963585095219,21.017147931741942,Pub
4887,00-322,Śródmieście,52.2448,21.0147,Zapiecek,52.24503524362948,21.013765551023987,Polish Restaurant
4888,00-322,Śródmieście,52.2448,21.0147,Dream Hostel Warsaw,52.24505298305593,21.01372615913051,Hostel
4889,00-322,Śródmieście,52.2448,21.0147,Chopin Point Warsaw,52.244934,21.014576,Concert Hall
4890,00-322,Śródmieście,52.2448,21.0147,Pijalnia Czekolady E.Wedel,52.2446444921177,21.014010186678984,Chocolate Shop
4891,00-322,Śródmieście,52.2448,21.0147,Kino Kultura,52.24350230725696,21.014242426848718,Movie Theater
4892,00-322,Śródmieście,52.2448,21.0147,Green Caffè Nero,52.243839660731126,21.014189177917668,Coffee Shop
4893,00-322,Śródmieście,52.2448,21.0147,Klar,52.24446359661202,21.014053258061075,Cocktail Bar
4894,00-322,Śródmieście,52.2448,21.0147,"Pijalnia Kawy ""Pożegnanie z Afryką""",52.244772798219444,21.01449345962228,Café
4895,00-322,Śródmieście,52.2448,21.0147,Delicja Polska,52.24461944083608,21.014080573155947,Polish Restaurant
4896,00-322,Śródmieście,52.2448,21.0147,Geisha Sushi,52.24390620341937,21.014179943940437,Sushi Restaurant
4897,00-322,Śródmieście,52.2448,21.0147,Muzeum Karykatury im. Eryka Lipińskiego,52.244989,21.01314,Art Museum
4898,00-322,Śródmieście,52.2448,21.0147,Restauracja Kultura,52.24350066237614,21.01426187320052,Eastern European Restaurant
4899,00-322,Śródmieście,52.2448,21.0147,Cafe Baguette,52.245762743366626,21.013592117407214,Café
4900,00-322,Śródmieście,52.2448,21.0147,Cafe Trakt,52.24582153667607,21.01362973979891,Café
4901,00-322,Śródmieście,52.2448,21.0147,Molly Malone's Irish Pub,52.24449369223432,21.014036213843543,Pub
4902,00-079,Śródmieście,52.2466,21.0132,Plac Zamkowy,52.246729966311264,21.01362614159861,Plaza
4903,00-079,Śródmieście,52.2466,21.0132,Trattoria Rucola,52.246185444987276,21.012976293199618,Italian Restaurant
4904,00-079,Śródmieście,52.2466,21.0132,Green Caffè Nero,52.246622845394555,21.013605456078594,Café
4905,00-079,Śródmieście,52.2466,21.0132,Zamek Królewski | The Royal Castle (Zamek Królewski),52.24760326637706,21.014251258219815,Castle
4906,00-079,Śródmieście,52.2466,21.0132,Przy Zamku,52.24785651273662,21.013688388182707,Eastern European Restaurant
4907,00-079,Śródmieście,52.2466,21.0132,Taras Widokowy,52.24651390462055,21.013831897582996,Scenic Lookout
4908,00-079,Śródmieście,52.2466,21.0132,Warszawski Sznyt Steak&Art,52.24713298535918,21.012724754152003,Steakhouse
4909,00-079,Śródmieście,52.2466,21.0132,Ruchome Schody Pod Pl. Zamkowym,52.24703920752437,21.013381690424463,Plaza
4910,00-079,Śródmieście,52.2466,21.0132,Costa Coffee,52.2461034556635,21.013386859050335,Coffee Shop
4911,00-079,Śródmieście,52.2466,21.0132,Miodowa Cafe,52.24604523847406,21.012211703188356,Dessert Shop
4912,00-079,Śródmieście,52.2466,21.0132,Literatka,52.246760384423155,21.013432391225773,Eastern European Restaurant
4913,00-079,Śródmieście,52.2466,21.0132,Cafe Baguette,52.245762743366626,21.013592117407214,Café
4914,00-079,Śródmieście,52.2466,21.0132,Cafe Trakt,52.24582153667607,21.01362973979891,Café
4915,00-079,Śródmieście,52.2466,21.0132,Zapiecek,52.24704485866214,21.012844542224514,Dumpling Restaurant
4916,00-079,Śródmieście,52.2466,21.0132,Irish Pub (Pub Irlandzki),52.24618025281157,21.01276472615464,Pub
4917,00-079,Śródmieście,52.2466,21.0132,La Dolce Vita,52.247556368731914,21.013574051287424,Italian Restaurant
4918,00-056,Śródmieście,52.2378,21.0111,kaVos,52.236702,21.010139,Greek Restaurant
4919,00-056,Śródmieście,52.2378,21.0111,Ethno Cafe Bily Konicek,52.23855109503895,21.012082858917548,Vegetarian / Vegan Restaurant
4920,00-056,Śródmieście,52.2378,21.0111,Asado Mezze & Grill,52.238018894638024,21.01067243608062,Lebanese Restaurant
4921,00-056,Śródmieście,52.2378,21.0111,Miłość Kredytowa 9,52.237737,21.010208,Cocktail Bar
4922,00-056,Śródmieście,52.2378,21.0111,Khuk,52.236823545608814,21.0096980081406,Thai Restaurant
4923,00-056,Śródmieście,52.2378,21.0111,Sketch NITE,52.237735298825,21.012938019230422,Nightclub
4924,00-056,Śródmieście,52.2378,21.0111,Państwowe Muzeum Etnograficzne,52.23866614082548,21.012310412304267,History Museum
4925,00-056,Śródmieście,52.2378,21.0111,Kuznia Smaku,52.23751509181137,21.01306900330933,Restaurant
4926,00-056,Śródmieście,52.2378,21.0111,Hotel Mazowiecki,52.23747124412411,21.01319869442521,Motel
4927,00-056,Śródmieście,52.2378,21.0111,Patio Kredytowa 9,52.23756560890921,21.0100647723513,Lounge
4928,00-056,Śródmieście,52.2378,21.0111,Ritual Cocktail Club,52.237693994027424,21.01302244059206,Cocktail Bar
4929,00-056,Śródmieście,52.2378,21.0111,Room  13,52.237847079079444,21.01291557686199,Nightclub
4930,00-062,Śródmieście,52.238,21.0104,kaVos,52.236702,21.010139,Greek Restaurant
4931,00-062,Śródmieście,52.238,21.0104,Ethno Cafe Bily Konicek,52.23855109503895,21.012082858917548,Vegetarian / Vegan Restaurant
4932,00-062,Śródmieście,52.238,21.0104,Asado Mezze & Grill,52.238018894638024,21.01067243608062,Lebanese Restaurant
4933,00-062,Śródmieście,52.238,21.0104,Miłość Kredytowa 9,52.237737,21.010208,Cocktail Bar
4934,00-062,Śródmieście,52.238,21.0104,Khuk,52.236823545608814,21.0096980081406,Thai Restaurant
4935,00-062,Śródmieście,52.238,21.0104,Państwowe Muzeum Etnograficzne,52.23866614082548,21.012310412304267,History Museum
4936,00-062,Śródmieście,52.238,21.0104,Patio Kredytowa 9,52.23756560890921,21.0100647723513,Lounge
4937,00-759,Śródmieście,52.2091,21.0309,Plac Zabaw w Lazienkach,52.20856904507819,21.032299836506155,Playground
4938,00-065,Śródmieście,52.24,21.0128,Zachęta,52.239347729574796,21.01182509123098,Art Gallery
4939,00-065,Śródmieście,52.24,21.0128,Sofitel Warsaw Victoria,52.23995547724063,21.01277458969445,Hotel
4940,00-065,Śródmieście,52.24,21.0128,Plac Piłsudskiego,52.24117731351303,21.012554168701172,Plaza
4941,00-065,Śródmieście,52.24,21.0128,InFormal Kitchen,52.23894827876871,21.013916420765643,Modern European Restaurant
4942,00-065,Śródmieście,52.24,21.0128,Kitchen Gallery at Sofitel Warsaw,52.23954965624368,21.01307861702365,French Restaurant
4943,00-065,Śródmieście,52.24,21.0128,Victoria Lounge at Sofitel Warsaw,52.23985688578233,21.0127126945052,Cocktail Bar
4944,00-065,Śródmieście,52.24,21.0128,SPA at Sofitel Warsaw Victoria,52.23994234711225,21.01275148145744,Hotel Pool
4945,00-065,Śródmieście,52.24,21.0128,Le Victoria Brasserie Moderne at Sofitel Warsaw,52.23981133565404,21.012652875605685,French Restaurant
4946,00-065,Śródmieście,52.24,21.0128,Po Prostu Zachęta,52.23918025266579,21.011760827755616,Coffee Shop
4947,00-103,Śródmieście,52.2375,21.0044,Kieliszki Na Próżnej,52.236466966996126,21.00492944545272,Wine Bar
4948,00-103,Śródmieście,52.2375,21.0044,Sol y Sombra Tapas Bar,52.23812460715664,21.00288760896343,Spanish Restaurant
4949,00-103,Śródmieście,52.2375,21.0044,Tutti Santi,52.23753763450356,21.00400459568548,Pizza Place
4950,00-103,Śródmieście,52.2375,21.0044,Cześć,52.23746562936994,21.002699607834774,Beer Bar
4951,00-103,Śródmieście,52.2375,21.0044,Miseczka Oshin,52.23758761665934,21.002410298381882,Sushi Restaurant
4952,00-103,Śródmieście,52.2375,21.0044,san thai,52.23665,21.005929,Thai Restaurant
4953,00-103,Śródmieście,52.2375,21.0044,Café Próżna,52.23639047564134,21.004730828477154,Café
4954,00-103,Śródmieście,52.2375,21.0044,Strefa Restauracja & Bar,52.236210717853666,21.00409283731946,Restaurant
4955,00-103,Śródmieście,52.2375,21.0044,Mercato Bar Delikatesy,52.23645311500698,21.00486597014954,Italian Restaurant
4956,00-103,Śródmieście,52.2375,21.0044,Costa Coffee,52.237839,21.005385,Coffee Shop
4957,00-103,Śródmieście,52.2375,21.0044,Królewska,52.23791049073916,21.005842240861366,Plaza
4958,00-103,Śródmieście,52.2375,21.0044,mBank,52.238233917737816,21.00485551927573,Bank
4959,00-103,Śródmieście,52.2375,21.0044,Hostel w Centrum 4U,52.23692226075407,21.0044061717134,Hostel
4960,00-064,Śródmieście,52.2391,21.0101,Zachęta,52.239347729574796,21.01182509123098,Art Gallery
4961,00-064,Śródmieście,52.2391,21.0101,Ethno Cafe Bily Konicek,52.23855109503895,21.012082858917548,Vegetarian / Vegan Restaurant
4962,00-064,Śródmieście,52.2391,21.0101,Asado Mezze & Grill,52.238018894638024,21.01067243608062,Lebanese Restaurant
4963,00-064,Śródmieście,52.2391,21.0101,Po Prostu Zachęta,52.23918025266579,21.011760827755616,Coffee Shop
4964,00-060,Śródmieście,52.2385,21.0087,Manekin,52.237822056590254,21.007197076124452,Creperie
4965,00-060,Śródmieście,52.2385,21.0087,Asado Mezze & Grill,52.238018894638024,21.01067243608062,Lebanese Restaurant
4966,00-060,Śródmieście,52.2385,21.0087,Miłość Kredytowa 9,52.237737,21.010208,Cocktail Bar
4967,00-060,Śródmieście,52.2385,21.0087,Patio Kredytowa 9,52.23756560890921,21.0100647723513,Lounge
4968,00-548,Śródmieście,52.2247,21.0186,Kiti,52.22496395843498,21.01943603935862,Tiki Bar
4969,00-548,Śródmieście,52.2247,21.0186,Kita Koguta,52.22539752008604,21.019160541306363,Cocktail Bar
4970,00-548,Śródmieście,52.2247,21.0186,Chmeli Suneli restauracja Gruzińska,52.225298,21.017362,Caucasian Restaurant
4971,00-548,Śródmieście,52.2247,21.0186,Tomo Sushi,52.226016346198946,21.018833490816224,Sushi Restaurant
4972,00-548,Śródmieście,52.2247,21.0186,Green Caffè Nero,52.223981101314735,21.020177209831974,Coffee Shop
4973,00-548,Śródmieście,52.2247,21.0186,Południk Zero,52.225158951983595,21.01703955564844,Café
4974,00-548,Śródmieście,52.2247,21.0186,Niezłe Ziółko,52.225628847794,21.019006348654525,Café
4975,00-548,Śródmieście,52.2247,21.0186,Sokotra,52.224957,21.016722,Indian Restaurant
4976,00-548,Śródmieście,52.2247,21.0186,Trattoria Rucola,52.22556105298556,21.01910218663885,Italian Restaurant
4977,00-548,Śródmieście,52.2247,21.0186,La Vanille,52.22568967506422,21.01902482335002,Cupcake Shop
4978,00-548,Śródmieście,52.2247,21.0186,Urban Burritos,52.223525,21.018837,Burrito Place
4979,00-548,Śródmieście,52.2247,21.0186,Chinkalnia,52.22351,21.018519,Caucasian Restaurant
4980,00-548,Śródmieście,52.2247,21.0186,Relax na Wilczej,52.225406,21.0187,Coffee Shop
4981,00-548,Śródmieście,52.2247,21.0186,Organic Coffee & more,52.223507690720716,21.0178736601838,Café
4982,00-548,Śródmieście,52.2247,21.0186,Lodi Dodi,52.2253123139184,21.017532687151466,Gay Bar
4983,00-525,Śródmieście,52.2274,21.0178,UKI UKI,52.227463,21.017702,Udon Restaurant
4984,00-525,Śródmieście,52.2274,21.0178,Lokal Vegan Bistro,52.22751564565454,21.018047337377414,Vegetarian / Vegan Restaurant
4985,00-525,Śródmieście,52.2274,21.0178,Bar Bambino,52.2269731004384,21.018305107557893,Diner
4986,00-525,Śródmieście,52.2274,21.0178,Mercure Warszawa Grand,52.22751002260443,21.0184366283825,Hotel
4987,00-525,Śródmieście,52.2274,21.0178,Winestone,52.227464822984224,21.01826454392481,Restaurant
4988,00-525,Śródmieście,52.2274,21.0178,Steakownia,52.22724537940855,21.018120205046316,Steakhouse
4989,00-525,Śródmieście,52.2274,21.0178,Granda,52.22676,21.018695,Lounge
4990,00-525,Śródmieście,52.2274,21.0178,Argentina Steak House,52.22679096263259,21.016517793531083,Argentinian Restaurant
4991,00-526,Śródmieście,52.2264,21.0189,UKI UKI,52.227463,21.017702,Udon Restaurant
4992,00-526,Śródmieście,52.2264,21.0189,Kita Koguta,52.22539752008604,21.019160541306363,Cocktail Bar
4993,00-526,Śródmieście,52.2264,21.0189,Edamame Vegan Sushi,52.225795633835865,21.019894312125885,Vegetarian / Vegan Restaurant
4994,00-526,Śródmieście,52.2264,21.0189,Lokal Vegan Bistro,52.22751564565454,21.018047337377414,Vegetarian / Vegan Restaurant
4995,00-526,Śródmieście,52.2264,21.0189,Bar Bambino,52.2269731004384,21.018305107557893,Diner
4996,00-526,Śródmieście,52.2264,21.0189,Tomo Sushi,52.226016346198946,21.018833490816224,Sushi Restaurant
4997,00-526,Śródmieście,52.2264,21.0189,Niezłe Ziółko,52.225628847794,21.019006348654525,Café
4998,00-526,Śródmieście,52.2264,21.0189,Coctail Bar Max & Dom Whisky,52.22612203024678,21.01879452797127,Cocktail Bar
4999,00-526,Śródmieście,52.2264,21.0189,Trattoria Rucola,52.22556105298556,21.01910218663885,Italian Restaurant
5000,00-526,Śródmieście,52.2264,21.0189,La Vanille,52.22568967506422,21.01902482335002,Cupcake Shop
5001,00-526,Śródmieście,52.2264,21.0189,Mercure Warszawa Grand,52.22751002260443,21.0184366283825,Hotel
5002,00-526,Śródmieście,52.2264,21.0189,Relax na Wilczej,52.225406,21.0187,Coffee Shop
5003,00-526,Śródmieście,52.2264,21.0189,Winestone,52.227464822984224,21.01826454392481,Restaurant
5004,00-526,Śródmieście,52.2264,21.0189,Steakownia,52.22724537940855,21.018120205046316,Steakhouse
5005,00-526,Śródmieście,52.2264,21.0189,Granda,52.22676,21.018695,Lounge
5006,00-522,Śródmieście,52.2281,21.0184,Weles Bar,52.22927071090005,21.01796108091924,Cocktail Bar
5007,00-522,Śródmieście,52.2281,21.0184,Sushi Zushi,52.229112960949195,21.018548412707162,Sushi Restaurant
5008,00-522,Śródmieście,52.2281,21.0184,UKI UKI,52.227463,21.017702,Udon Restaurant
5009,00-522,Śródmieście,52.2281,21.0184,Lokal Vegan Bistro,52.22751564565454,21.018047337377414,Vegetarian / Vegan Restaurant
5010,00-522,Śródmieście,52.2281,21.0184,Bar Bambino,52.2269731004384,21.018305107557893,Diner
5011,00-522,Śródmieście,52.2281,21.0184,Mercure Warszawa Grand,52.22751002260443,21.0184366283825,Hotel
5012,00-522,Śródmieście,52.2281,21.0184,Monique Bakery & Wine,52.22882895443316,21.01726715745088,Bakery
5013,00-522,Śródmieście,52.2281,21.0184,Winestone,52.227464822984224,21.01826454392481,Restaurant
5014,00-522,Śródmieście,52.2281,21.0184,Steakownia,52.22724537940855,21.018120205046316,Steakhouse
5015,00-522,Śródmieście,52.2281,21.0184,Pink Lobster,52.229066,21.018664,Seafood Restaurant
5016,00-512,Śródmieście,52.2294,21.0174,Weles Bar,52.22927071090005,21.01796108091924,Cocktail Bar
5017,00-512,Śródmieście,52.2294,21.0174,Sushi Zushi,52.229112960949195,21.018548412707162,Sushi Restaurant
5018,00-512,Śródmieście,52.2294,21.0174,Butchery & Wine,52.228594153725915,21.01581338062149,Steakhouse
5019,00-512,Śródmieście,52.2294,21.0174,Drugie Dno - Multitap Bar,52.23011793380918,21.018407152382338,Gastropub
5020,00-512,Śródmieście,52.2294,21.0174,Jabeerwocky,52.22963266090668,21.016030463251106,Beer Bar
5021,00-512,Śródmieście,52.2294,21.0174,Bibenda,52.2296929669183,21.01646121964424,Bistro
5022,00-512,Śródmieście,52.2294,21.0174,BARdzo bardzo,52.2294535290259,21.017815562968615,Cocktail Bar
5023,00-512,Śródmieście,52.2294,21.0174,Trattoria da Antonio,52.228741715338934,21.016396375693688,Italian Restaurant
5024,00-512,Śródmieście,52.2294,21.0174,Burger Bar/Pekin Express,52.229492789272875,21.017027194786603,Burger Joint
5025,00-512,Śródmieście,52.2294,21.0174,Monique Bakery & Wine,52.22882895443316,21.01726715745088,Bakery
5026,00-512,Śródmieście,52.2294,21.0174,Namaste India,52.229588,21.016502,Indian Restaurant
5027,00-512,Śródmieście,52.2294,21.0174,La Tomatina,52.23002592227222,21.01671963534925,Italian Restaurant
5028,00-512,Śródmieście,52.2294,21.0174,Pink Lobster,52.229066,21.018664,Seafood Restaurant
5029,00-512,Śródmieście,52.2294,21.0174,Nowina,52.23006216920539,21.01820119316054,Wine Bar
5030,00-512,Śródmieście,52.2294,21.0174,Restauracja Kinova,52.22966145139487,21.01612968533598,Restaurant
5031,00-509,Śródmieście,52.2303,21.0165,Soul Kitchen Bistro,52.229367232234296,21.014921686551354,Bistro
5032,00-509,Śródmieście,52.2303,21.0165,Drugie Dno - Multitap Bar,52.23011793380918,21.018407152382338,Gastropub
5033,00-509,Śródmieście,52.2303,21.0165,Jabeerwocky,52.22963266090668,21.016030463251106,Beer Bar
5034,00-509,Śródmieście,52.2303,21.0165,Bibenda,52.2296929669183,21.01646121964424,Bistro
5035,00-509,Śródmieście,52.2303,21.0165,BARdzo bardzo,52.2294535290259,21.017815562968615,Cocktail Bar
5036,00-509,Śródmieście,52.2303,21.0165,Burger Bar/Pekin Express,52.229492789272875,21.017027194786603,Burger Joint
5037,00-025,Śródmieście,52.2315,21.0164,Cukiernia Pawłowicz,52.232759735208326,21.01660921088831,Donut Shop
5038,00-025,Śródmieście,52.2315,21.0164,Mąka i Woda,52.23245778321596,21.01637262484476,Pizza Place
5039,00-025,Śródmieście,52.2315,21.0164,Supperlardo,52.232523,21.016744,Polish Restaurant
5040,00-025,Śródmieście,52.2315,21.0164,Stara Kamienica,52.231443034140675,21.015215148102275,Bar
5041,00-025,Śródmieście,52.2315,21.0164,Chmielna,52.232569587428,21.0152422071048,Road
5042,00-025,Śródmieście,52.2315,21.0164,Dedalus.pl,52.23245436311643,21.015366086009884,Bookstore
5043,00-025,Śródmieście,52.2315,21.0164,Loreta Bar,52.231255,21.014793,Hotel Bar
5044,00-025,Śródmieście,52.2315,21.0164,Między nami,52.23176171060808,21.01634489519054,Coffee Shop
5045,00-025,Śródmieście,52.2315,21.0164,Mały Wojtek,52.23213160401587,21.016810515661902,Bar
5046,00-025,Śródmieście,52.2315,21.0164,Chmielnik,52.232590766630366,21.015827319137745,Lounge
5047,00-025,Śródmieście,52.2315,21.0164,ManGO Vegan Street Food,52.23182899457286,21.016249742458577,Vegetarian / Vegan Restaurant
5048,00-022,Śródmieście,52.2315,21.0157,Mąka i Woda,52.23245778321596,21.01637262484476,Pizza Place
5049,00-022,Śródmieście,52.2315,21.0157,Supperlardo,52.232523,21.016744,Polish Restaurant
5050,00-022,Śródmieście,52.2315,21.0157,Stara Kamienica,52.231443034140675,21.015215148102275,Bar
5051,00-022,Śródmieście,52.2315,21.0157,Chmielna,52.232569587428,21.0152422071048,Road
5052,00-022,Śródmieście,52.2315,21.0157,Dedalus.pl,52.23245436311643,21.015366086009884,Bookstore
5053,00-022,Śródmieście,52.2315,21.0157,Loreta Bar,52.231255,21.014793,Hotel Bar
5054,00-022,Śródmieście,52.2315,21.0157,Między nami,52.23176171060808,21.01634489519054,Coffee Shop
5055,00-022,Śródmieście,52.2315,21.0157,Mały Wojtek,52.23213160401587,21.016810515661902,Bar
5056,00-022,Śródmieście,52.2315,21.0157,Chmielnik,52.232590766630366,21.015827319137745,Lounge
5057,00-022,Śródmieście,52.2315,21.0157,Vincent,52.23240091305017,21.014744460902772,Bakery
5058,00-022,Śródmieście,52.2315,21.0157,ManGO Vegan Street Food,52.23182899457286,21.016249742458577,Vegetarian / Vegan Restaurant
5059,00-537,Śródmieście,52.2251,21.0199,AleWino,52.22523806117944,21.02183424726326,Wine Shop
5060,00-537,Śródmieście,52.2251,21.0199,Kiti,52.22496395843498,21.01943603935862,Tiki Bar
5061,00-537,Śródmieście,52.2251,21.0199,Kita Koguta,52.22539752008604,21.019160541306363,Cocktail Bar
5062,00-537,Śródmieście,52.2251,21.0199,Edamame Vegan Sushi,52.225795633835865,21.019894312125885,Vegetarian / Vegan Restaurant
5063,00-537,Śródmieście,52.2251,21.0199,6 cocktails,52.22534388856734,21.021521421166586,Cocktail Bar
5064,00-537,Śródmieście,52.2251,21.0199,Tomo Sushi,52.226016346198946,21.018833490816224,Sushi Restaurant
5065,00-537,Śródmieście,52.2251,21.0199,Green Caffè Nero,52.223981101314735,21.020177209831974,Coffee Shop
5066,00-537,Śródmieście,52.2251,21.0199,Niezłe Ziółko,52.225628847794,21.019006348654525,Café
5067,00-537,Śródmieście,52.2251,21.0199,Coctail Bar Max & Dom Whisky,52.22612203024678,21.01879452797127,Cocktail Bar
5068,00-537,Śródmieście,52.2251,21.0199,Trattoria Rucola,52.22556105298556,21.01910218663885,Italian Restaurant
5069,00-537,Śródmieście,52.2251,21.0199,La Vanille,52.22568967506422,21.01902482335002,Cupcake Shop
5070,00-537,Śródmieście,52.2251,21.0199,Relax na Wilczej,52.225406,21.0187,Coffee Shop
5071,00-537,Śródmieście,52.2251,21.0199,Mokotowska,52.22480301364025,21.021250452654304,Jewelry Store
5072,00-270,Śródmieście,52.2506,21.0114,Rynek Starego Miasta,52.249675871507065,21.012160176095257,Plaza
5073,00-270,Śródmieście,52.2506,21.0114,Same Krafty,52.25023732719017,21.01096132946375,Beer Bar
5074,00-270,Śródmieście,52.2506,21.0114,Same Fusy,52.250229788822075,21.010973491651306,Tea Room
5075,00-270,Śródmieście,52.2506,21.0114,Barbakan,52.25061,21.010172,Scenic Lookout
5076,00-270,Śródmieście,52.2506,21.0114,Restauracja Stolica,52.24956427564132,21.010514956084386,Polish Restaurant
5077,00-270,Śródmieście,52.2506,21.0114,Lody Hoduń,52.250171865113835,21.010968960871807,Ice Cream Shop
5078,00-270,Śródmieście,52.2506,21.0114,Same Krafty vis-a-vis,52.25026882615129,21.01085364818573,Beer Bar
5079,00-270,Śródmieście,52.2506,21.0114,Muzeum Warszawy,52.250091480643064,21.011706590652462,Museum
5080,00-270,Śródmieście,52.2506,21.0114,Syrenka Warszawska,52.24971823361122,21.01208013471846,Monument / Landmark
5081,00-270,Śródmieście,52.2506,21.0114,Lodowisko na Rynku Starego Miasta,52.24971694119039,21.01239925719828,Skating Rink
5082,00-270,Śródmieście,52.2506,21.0114,Maryensztadt Craft Beer & Food,52.24976159096595,21.01001069489492,Beer Bar
