,Postcode,Borough,Street,Latitude,Longitude
1861,00-682,Śródmieście,ul. Hoża,52.2254,21.01
1862,00-393,Śródmieście,ul. I. Potockiego,52.2352,21.034
1863,00-189,Śródmieście,ul. Inflancka,52.2552,20.9915
1864,00-337,Śródmieście,ul. J. Bartoszewicza,52.2376,21.0218
1865,00-434,Śródmieście,ul. J. Hoene-Wrońskiego,52.2243,21.033
1866,00-654,Śródmieście,ul. J. i J. Śniadeckich,52.2206,21.0137
1867,00-656,Śródmieście,ul. J. i J. Śniadeckich,52.221,21.0137
1868,00-257,Śródmieście,ul. J. Kilińskiego,52.2492,21.0089
1869,00-185,Śródmieście,ul. J. Lewartowskiego,52.2502,20.992
1870,00-169,Śródmieście,ul. J. Lewartowskiego,52.2491,20.9891
1871,00-190,Śródmieście,ul. J. Lewartowskiego,52.2522,20.9949
1872,00-481,Śródmieście,ul. J. Matejki,52.2248,21.0254
1873,00-696,Śródmieście,ul. J. Pankiewicza,52.2283,21.0079
1874,00-389,Śródmieście,ul. J. Smulikowskiego,52.2377,21.031
1875,00-348,Śródmieście,ul. J. Smulikowskiego,52.2383,21.0297
1876,00-013,Śródmieście,ul. Jasna,52.234,21.0122
1877,00-041,Śródmieście,ul. Jasna,52.2353,21.0115
1878,00-003,Śródmieście,ul. Jasna,52.2359,21.0105
1879,00-058,Śródmieście,ul. Jasna,52.2366,21.0101
1880,00-054,Śródmieście,ul. Jasna,52.2364,21.0105
1881,00-007,Śródmieście,ul. Jasna,52.2348,21.0113
1882,00-634,Śródmieście,ul. Jaworzyńska,52.2188,21.0162
1883,00-281,Śródmieście,ul. Jezuicka,52.2494,21.0134
1884,00-362,Śródmieście,ul. K. I. Gałczyńskiego,52.2347,21.0198
1885,00-036,Śródmieście,ul. K. K. Baczyńskiego,52.2344,21.0158
1886,00-327,Śródmieście,ul. K. Karasia,52.2384,21.0196
1887,00-278,Śródmieście,ul. Kanonia,52.2493,21.0141
1888,00-249,Śródmieście,ul. Kapitulna,52.2476,21.01
1889,00-245,Śródmieście,ul. Kapucyńska,52.2466,21.0095
1890,00-149,Śródmieście,ul. Karmelicka,52.2447,20.9944
1891,00-163,Śródmieście,ul. Karmelicka,52.2469,20.9928
1892,00-155,Śródmieście,ul. Karmelicka,52.2459,20.993
1893,00-168,Śródmieście,ul. Karmelicka,52.249,20.9905
1894,00-173,Śródmieście,ul. Karmelicka,52.251,20.989
1895,00-181,Śródmieście,ul. Karmelicka,52.2513,20.9895
1896,00-315,Śródmieście,ul. Karowa,52.2439,21.0197
1897,00-324,Śródmieście,ul. Karowa,52.2426,21.0177
1898,00-468,Śródmieście,ul. Kawalerii,52.2194,21.0445
1899,00-591,Śródmieście,ul. Klonowa,52.2128,21.0243
1900,00-217,Śródmieście,ul. Konwiktorska,52.2553,21.0042
1901,00-216,Śródmieście,ul. Konwiktorska,,
1902,00-206,Śródmieście,ul. Konwiktorska,,
1903,00-564,Śródmieście,ul. Koszykowa,,
1904,00-555,Śródmieście,ul. Koszykowa,52.2218,21.0204
1905,00-553,Śródmieście,ul. Koszykowa,52.2222,21.0186
1906,00-675,Śródmieście,ul. Koszykowa,52.2228,21.0136
1907,00-659,Śródmieście,ul. Koszykowa,52.2223,21.0141
1908,00-562,Śródmieście,ul. Koszykowa,52.2216,21.0201
1909,00-673,Śródmieście,ul. Koszykowa,52.2227,21.0116
1910,00-660,Śródmieście,ul. Koszykowa,52.2216,21.0123
1911,00-667,Śródmieście,ul. Koszykowa,52.2224,21.0108
1912,00-671,Śródmieście,ul. Koszykowa,52.223,21.007
1913,00-662,Śródmieście,ul. Koszykowa,52.2227,21.007
1914,00-218,Śródmieście,ul. Kościelna,52.2537,21.0078
1915,00-070,Śródmieście,ul. Kozia,52.2443,21.0134
1916,00-234,Śródmieście,ul. Koźla,52.2523,21.0068
1917,00-228,Śródmieście,ul. Koźla,52.2528,21.0066
1918,00-435,Śródmieście,ul. Koźmińska,52.2261,21.0366
1919,00-452,Śródmieście,ul. Koźmińska,52.2236,21.0373
1920,00-448,Śródmieście,ul. Koźmińska,52.2248,21.037
1921,00-047,Śródmieście,ul. Krakowskie Przedmieście,52.2388,21.0172
1922,00-325,Śródmieście,ul. Krakowskie Przedmieście,52.2399,21.0172
1923,00-071,Śródmieście,ul. Krakowskie Przedmieście,52.2444,21.0139
1924,00-333,Śródmieście,ul. Krakowskie Przedmieście,52.2385,21.018
1925,00-322,Śródmieście,ul. Krakowskie Przedmieście,52.2448,21.0147
1926,00-079,Śródmieście,ul. Krakowskie Przedmieście,52.2466,21.0132
1927,00-056,Śródmieście,ul. Kredytowa,52.2378,21.0111
1928,00-062,Śródmieście,ul. Kredytowa,52.238,21.0104
1929,00-759,Śródmieście,ul. Kręta,52.2091,21.0309
1930,00-065,Śródmieście,ul. Królewska,52.24,21.0128
1931,00-103,Śródmieście,ul. Królewska,52.2375,21.0044
1932,00-064,Śródmieście,ul. Królewska,52.2391,21.0101
1933,00-060,Śródmieście,ul. Królewska,52.2385,21.0087
1934,00-548,Śródmieście,ul. Krucza,52.2247,21.0186
1935,00-525,Śródmieście,ul. Krucza,52.2274,21.0178
1936,00-526,Śródmieście,ul. Krucza,52.2264,21.0189
1937,00-522,Śródmieście,ul. Krucza,52.2281,21.0184
1938,00-512,Śródmieście,ul. Krucza,52.2294,21.0174
1939,00-509,Śródmieście,ul. Krucza,52.2303,21.0165
1940,00-025,Śródmieście,ul. Krucza,52.2315,21.0164
1941,00-022,Śródmieście,ul. Krucza,52.2315,21.0157
1942,00-537,Śródmieście,ul. Krucza,52.2251,21.0199
1943,00-270,Śródmieście,ul. Krzywe Koło,52.2506,21.0114
1944,00-307,Śródmieście,ul. Krzywopoboczna,52.2463,21.0164
1945,00-546,Śródmieście,ul. ks. I. Skorupki,52.2257,21.0158
1946,00-498,Śródmieście,ul. Książęca,52.2297,21.0238
1947,00-418,Śródmieście,ul. Książęca,52.2299,21.0299
1948,00-380,Śródmieście,ul. L. Kruczkowskiego,52.2349,21.0291
1949,00-386,Śródmieście,ul. L. Kruczkowskiego,52.2366,21.0272
1950,00-412,Śródmieście,ul. L. Kruczkowskiego,52.2313,21.0315
1951,00-248,Śródmieście,ul. L. Schillera,52.247,21.0062
1952,00-645,Śródmieście,ul. L. Waryńskiego,52.2173,21.0153
1953,00-631,Śródmieście,ul. L. Waryńskiego,52.2155,21.0165
1954,00-650,Śródmieście,ul. L. Waryńskiego,52.2204,21.016
1955,00-655,Śródmieście,ul. L. Waryńskiego,52.2206,21.0152
1956,00-153,Śródmieście,ul. L. Zamenhofa,52.2461,20.9943
1957,00-187,Śródmieście,ul. L. Zamenhofa,52.2505,20.9948
1958,00-160,Śródmieście,ul. L. Zamenhofa,52.2476,20.9972
1959,00-165,Śródmieście,ul. L. Zamenhofa,52.2483,20.9955
1960,00-610,Śródmieście,ul. Lekarska,52.218,21.0064
1961,00-339,Śródmieście,ul. Leszczyńska,52.2404,21.0248
1962,00-316,Śródmieście,ul. Lipowa,52.2416,21.0239
1963,00-581,Śródmieście,ul. Litewska,52.2165,21.0217
1964,00-589,Śródmieście,ul. Litewska,52.2166,21.0217
1965,00-414,Śródmieście,ul. Ludna,52.2309,21.0331
1966,00-413,Śródmieście,ul. Ludna,52.231,21.0354
1967,00-405,Śródmieście,ul. Ludna,52.232,21.037
1968,00-406,Śródmieście,ul. Ludna,52.2323,21.0367
1969,00-658,Śródmieście,ul. Lwowska,52.2211,21.0125
1970,00-449,Śródmieście,ul. Łazienkowska,52.2217,21.0393
1971,00-167,Śródmieście,ul. M. Anielewicza,52.2479,20.9903
1972,00-161,Śródmieście,ul. M. Anielewicza,52.2484,20.9937
1973,00-157,Śródmieście,ul. M. Anielewicza,52.249,20.9951
1974,00-491,Śródmieście,ul. M. Konopnickiej,52.2275,21.026
1975,00-359,Śródmieście,ul. M. Kopernika,52.2356,21.0204
1976,00-336,Śródmieście,ul. M. Kopernika,52.2373,21.0205
1977,00-367,Śródmieście,ul. M. Kopernika,52.2346,21.0211
1978,00-328,Śródmieście,ul. M. Kopernika,52.2379,21.0197
1979,00-123,Śródmieście,ul. Mariańska,52.2339,21.0006
1980,00-302,Śródmieście,ul. Mariensztat,52.2461,21.0175
1981,00-624,Śródmieście,ul. Marszałkowska,52.2146,21.0208
1982,00-590,Śródmieście,ul. Marszałkowska,52.2155,21.0209
1983,00-026,Śródmieście,ul. Marszałkowska,52.2307,21.0127
1984,00-017,Śródmieście,ul. Marszałkowska,53.3045,17.7288
1985,00-102,Śródmieście,ul. Marszałkowska,52.2397,21.0042
1986,00-008,Śródmieście,ul. Marszałkowska,52.2344,21.0095
1987,00-004,Śródmieście,ul. Marszałkowska,52.2358,21.0087
1988,00-061,Śródmieście,ul. Marszałkowska,52.2375,21.0076
1989,00-626,Śródmieście,ul. Marszałkowska,52.2158,21.02
1990,00-628,Śródmieście,ul. Marszałkowska,52.2169,21.0194
1991,00-576,Śródmieście,ul. Marszałkowska,52.2184,21.019
1992,00-639,Śródmieście,ul. Marszałkowska,52.2186,21.0181
1993,00-554,Śródmieście,ul. Marszałkowska,52.2208,21.0177
1994,00-648,Śródmieście,ul. Marszałkowska,52.2206,21.0172
1995,00-676,Śródmieście,ul. Marszałkowska,52.2236,21.015
1996,00-545,Śródmieście,ul. Marszałkowska,52.2246,21.0154
1997,00-524,Śródmieście,ul. Marszałkowska,52.226,21.0145
1998,00-517,Śródmieście,ul. Marszałkowska,52.2269,21.014
1999,00-683,Śródmieście,ul. Marszałkowska,52.226,21.0135
2000,00-514,Śródmieście,ul. Marszałkowska,52.2285,21.0131
2001,00-693,Śródmieście,ul. Marszałkowska,52.2286,21.0118
2002,00-510,Śródmieście,ul. Marszałkowska,52.2293,21.0127
2003,00-048,Śródmieście,ul. Mazowiecka,52.2374,21.0133
2004,00-052,Śródmieście,ul. Mazowiecka,52.2371,21.0126
2005,00-428,Śródmieście,ul. Miechowska,52.2261,21.0356
2006,00-208,Śródmieście,ul. Międzyparkowa,52.2575,21.0008
2007,00-180,Śródmieście,ul. Miła,52.2508,20.9912
2008,00-174,Śródmieście,ul. Miła,52.25,20.9885
2009,00-080,Śródmieście,ul. Miodowa,52.246,21.013
2010,00-251,Śródmieście,ul. Miodowa,52.2469,21.0109
2011,00-246,Śródmieście,ul. Miodowa,52.248,21.008
2012,00-640,Śródmieście,ul. Mokotowska,52.2186,21.0168
2013,00-561,Śródmieście,ul. Mokotowska,52.2211,21.019
2014,00-560,Śródmieście,ul. Mokotowska,52.2213,21.0186
2015,00-558,Śródmieście,ul. Mokotowska,52.2223,21.0198
2016,00-551,Śródmieście,ul. Mokotowska,52.2228,21.0198
2017,00-641,Śródmieście,ul. Mokotowska,52.2184,21.0171
2018,00-543,Śródmieście,ul. Mokotowska,52.225,21.0216
2019,00-542,Śródmieście,ul. Mokotowska,52.2251,21.0213
2020,00-538,Śródmieście,ul. Mokotowska,52.2259,21.0211
2021,00-534,Śródmieście,ul. Mokotowska,52.2269,21.0225
2022,00-533,Śródmieście,ul. Mokotowska,52.2266,21.0222
2023,00-530,Śródmieście,ul. Mokotowska,52.2273,21.022
2024,00-076,Śródmieście,ul. Moliera,52.2439,21.0117
2025,00-260,Śródmieście,ul. Mostowa,52.2514,21.0105
2026,00-209,Śródmieście,ul. Muranowska,52.2537,20.9988
2027,00-496,Śródmieście,ul. Mysia,52.2305,21.0209
2028,00-158,Śródmieście,ul. Nalewki,52.2499,20.9963
2029,00-568,Śródmieście,ul. Natolińska,52.2208,21.0204
2030,00-098,Śródmieście,ul. Niecała,52.2423,21.0084
2031,00-176,Śródmieście,ul. Niska,52.2511,20.9876
2032,00-179,Śródmieście,ul. Niska,52.2519,20.9906
2033,00-235,Śródmieście,ul. Nowiniarska,52.2513,21.0042
2034,00-513,Śródmieście,ul. Nowogrodzka,52.23,21.0182
2035,00-511,Śródmieście,ul. Nowogrodzka,52.2294,21.0152
2036,00-691,Śródmieście,ul. Nowogrodzka,52.2285,21.0111
2037,00-695,Śródmieście,ul. Nowogrodzka,52.2279,21.0082
2038,00-146,Śródmieście,ul. Nowolipie,52.245,20.9975
2039,00-150,Śródmieście,ul. Nowolipie,52.2442,20.9948
2040,00-151,Śródmieście,ul. Nowolipki,52.2454,20.9947
2041,00-271,Śródmieście,ul. Nowomiejska,52.2502,21.011
2042,00-643,Śródmieście,ul. Nowowiejska,52.2198,21.0146
2043,00-653,Śródmieście,ul. Nowowiejska,52.2202,21.0126
2044,00-665,Śródmieście,ul. Nowowiejska,52.2199,21.0077
2045,00-649,Śródmieście,ul. Nowowiejska,52.22,21.0165
2046,00-029,Śródmieście,ul. Nowy Świat,52.2331,21.0193
2047,00-373,Śródmieście,ul. Nowy Świat,52.233,21.0201
2048,00-497,Śródmieście,ul. Nowy Świat,52.2304,21.0221
2049,00-363,Śródmieście,ul. Nowy Świat,52.2347,21.019
2050,00-042,Śródmieście,ul. Nowy Świat,52.2355,21.0181
2051,00-357,Śródmieście,ul. Nowy Świat,52.2364,21.0183
2052,00-046,Śródmieście,ul. Nowy Świat,52.2375,21.0176
2053,00-330,Śródmieście,ul. Nowy Świat,52.2376,21.018
2054,00-301,Śródmieście,ul. Nowy Zjazd,52.2473,21.0191
2055,00-340,Śródmieście,ul. Oboźna,52.2396,21.023
2056,00-332,Śródmieście,ul. Oboźna,52.2391,21.0203
2057,00-368,Śródmieście,ul. Okólnik,52.2357,21.022
2058,00-415,Śródmieście,ul. Okrąg,52.2299,21.0358
2059,00-407,Śródmieście,ul. Okrąg,52.231,21.0369
2060,00-423,Śródmieście,ul. Okrąg,52.2295,21.0363
2061,00-629,Śródmieście,ul. Oleandrów,52.2168,21.0185
2062,00-358,Śródmieście,ul. Ordynacka,52.2359,21.0192
2063,00-364,Śródmieście,ul. Ordynacka,52.2357,21.0195
2064,00-143,Śródmieście,ul. Orla,52.2423,20.9989
2065,00-072,Śródmieście,ul. Ossolińskich,52.2422,21.0145
2066,00-485,Śródmieście,ul. P. Maszyńskiego,52.2248,21.0296
2067,00-164,Śródmieście,ul. Pawia,52.2472,20.9913
2068,00-264,Śródmieście,ul. Piekarska,52.2486,21.0112
2069,00-230,Śródmieście,ul. Piesza,52.2538,21.0095
2070,00-477,Śródmieście,ul. Piękna,52.2239,21.0267
2071,00-549,Śródmieście,ul. Piękna,52.2235,21.0188
2072,00-539,Śródmieście,ul. Piękna,52.2239,21.022
2073,00-482,Śródmieście,ul. Piękna,52.2242,21.0257
2074,00-547,Śródmieście,ul. Piękna,52.2237,21.0171
2075,00-677,Śródmieście,ul. Piękna,52.223,21.0141
2076,00-672,Śródmieście,ul. Piękna,52.223,21.0114
2077,00-265,Śródmieście,ul. Piwna,52.2488,21.0119
2078,00-252,Śródmieście,ul. Podwale,52.2481,21.0105
2079,00-261,Śródmieście,ul. Podwale,52.2501,21.0095
2080,00-199,Śródmieście,ul. Pokorna,52.2545,20.9936
2081,00-622,Śródmieście,ul. Polna,52.2144,21.0201
2082,00-625,Śródmieście,ul. Polna,52.2156,21.0183
2083,00-633,Śródmieście,ul. Polna,52.2173,21.0155
2084,00-635,Śródmieście,ul. Polna,52.2183,21.0143
2085,00-630,Śródmieście,ul. Polna,52.2165,21.0175
2086,00-644,Śródmieście,ul. Polna,52.2193,21.0137
2087,00-680,Śródmieście,ul. Poznańska,52.2252,21.0121
2088,00-685,Śródmieście,ul. Poznańska,52.2264,21.0113
2089,00-689,Śródmieście,ul. Poznańska,52.2288,21.01
2090,00-433,Śródmieście,ul. Profesorska,52.2241,21.0325
2091,00-107,Śródmieście,ul. Próżna,52.2365,21.005
2092,00-100,Śródmieście,ul. Przechodnia,52.6191,20.3712
2093,00-450,Śródmieście,ul. Przemysłowa,52.223,21.037
2094,00-032,Śródmieście,ul. Przeskok,52.2332,21.0139
2095,00-219,Śródmieście,ul. Przyrynek,52.2549,21.0082
2096,00-222,Śródmieście,ul. R. Sanguszki,52.2566,21.0073
2097,00-067,Śródmieście,ul. R. Traugutta,52.239,21.0146
2098,00-341,Śródmieście,ul. Radna,52.2409,21.024
2099,00-220,Śródmieście,ul. Rajców,52.2551,21.0088
2100,00-614,Śródmieście,ul. Rektorska,52.2185,21.0099
2101,00-451,Śródmieście,ul. Rozbrat,52.2227,21.0358
2102,00-447,Śródmieście,ul. Rozbrat,52.2243,21.035
2103,00-429,Śródmieście,ul. Rozbrat,52.2258,21.0346
2104,00-419,Śródmieście,ul. Rozbrat,52.2272,21.0331
2105,00-221,Śródmieście,ul. Rybaki,52.2545,21.0103
2106,00-254,Śródmieście,ul. Rycerska,52.2487,21.0106
2107,00-005,Śródmieście,ul. Rysia,52.2363,21.0085
2108,00-188,Śródmieście,ul. S. Dubois,52.2524,20.993
2109,00-196,Śródmieście,ul. S. Dubois,52.2513,20.9963
2110,00-184,Śródmieście,ul. S. Dubois,52.2512,20.9946
2111,00-182,Śródmieście,ul. S. Dubois,52.2525,20.9919
2112,00-378,Śródmieście,ul. S. Jaracza,52.2369,21.0322
2113,00-014,Śródmieście,ul. S. Moniuszki,52.235,21.0126
2114,00-038,Śródmieście,ul. S. Moniuszki,52.2352,21.0124
2115,00-666,Śródmieście,ul. S. Noakowskiego,52.2211,21.0108
2116,00-668,Śródmieście,ul. S. Noakowskiego,52.2221,21.0093
2117,00-664,Śródmieście,ul. S. Noakowskiego,52.2222,21.0089
2118,00-620,Śródmieście,ul. S. Rychlińskiego,52.2131,21.0088
2119,00-574,Śródmieście,ul. S. Sempołowskiej,52.219,21.0207
2120,00-578,Śródmieście,ul. S. Sempołowskiej,52.2189,21.0198
2121,00-215,Śródmieście,ul. Sapieżyńska,52.2534,21.0022
2122,00-487,Śródmieście,ul. Senacka,52.2263,21.0274
2123,00-075,Śródmieście,ul. Senatorska,52.2464,21.0125
2124,00-082,Śródmieście,ul. Senatorska,52.2449,21.0101
2125,00-331,Śródmieście,ul. Sewerynów,52.2384,21.0211
2126,00-121,Śródmieście,ul. Sienna,52.2317,21.001
2127,00-569,Śródmieście,ul. Służewska,52.2204,21.0225
2128,00-375,Śródmieście,ul. Smolna,52.2332,21.0239
2129,00-382,Śródmieście,ul. Solec,52.2364,21.0298
2130,00-410,Śródmieście,ul. Solec,52.2326,21.0384
2131,00-403,Śródmieście,ul. Solec,52.2337,21.036
2132,00-394,Śródmieście,ul. Solec,52.2356,21.0329
2133,00-438,Śródmieście,ul. Solec,52.2278,21.0414
2134,00-424,Śródmieście,ul. Solec,52.2311,21.0401
2135,00-409,Śródmieście,ul. Solec,52.2319,21.0384
2136,00-402,Śródmieście,ul. Solec,52.2334,21.0353
2137,00-439,Śródmieście,ul. Solec,52.2271,21.0431
2138,00-318,Śródmieście,ul. Sowia,52.2455,21.0181
2139,00-592,Śródmieście,ul. Spacerowa,52.2087,21.0271
2140,00-231,Śródmieście,ul. Stara,52.2525,21.0099
2141,00-193,Śródmieście,ul. Stawki,52.2538,20.993
2142,00-178,Śródmieście,ul. Stawki,52.2522,20.9883
2143,00-183,Śródmieście,ul. Stawki,52.2526,20.9905
2144,00-420,Śródmieście,ul. Szara,52.2276,21.0343
2145,00-255,Śródmieście,ul. Szeroki Dunaj,52.2498,21.0102
2146,00-006,Śródmieście,ul. Szkolna,52.2362,21.0093
2147,00-031,Śródmieście,ul. Szpitalna,52.2331,21.0151
2148,00-464,Śródmieście,ul. Szwoleżerów,52.2163,21.0421
2149,00-127,Śródmieście,ul. Śliska,52.2323,21.0009
2150,00-686,Śródmieście,ul. św. Barbary,52.2272,21.0097
2151,00-392,Śródmieście,ul. św. Franciszka Salezego,52.2358,21.0341
2152,00-566,Śródmieście,ul. św. Teresy,52.2209,21.0235
2153,00-288,Śródmieście,ul. Świętojańska,52.2487,21.0132
2154,00-266,Śródmieście,ul. Świętojańska,52.2487,21.0129
2155,00-236,Śródmieście,ul. Świętojerska,52.251,21.0062
2156,00-202,Śródmieście,ul. Świętojerska,52.2503,21.0007
2157,00-360,Śródmieście,ul. Świętokrzyska,52.2371,21.0187
2158,00-049,Śródmieście,ul. Świętokrzyska,52.2356,21.0112
2159,00-044,Śródmieście,ul. Świętokrzyska,52.2376,21.016
2160,00-050,Śródmieście,ul. Świętokrzyska,52.2365,21.0135
2161,00-002,Śródmieście,ul. Świętokrzyska,52.2357,20.9539
2162,00-621,Śródmieście,ul. T. Boya-Żeleńskiego,52.2135,21.0192
2163,00-613,Śródmieście,ul. T. Chałubińskiego,52.2238,21.0047
2164,00-694,Śródmieście,ul. T. Chałubińskiego,52.2259,21.0038
2165,00-043,Śródmieście,ul. T. Czackiego,52.2376,21.0148
2166,00-089,Śródmieście,ul. T. Gamerskiego,52.2439,21.005
2167,00-349,Śródmieście,ul. Tamka,52.2384,21.0284
2168,00-385,Śródmieście,ul. Tamka,52.2377,21.0275
2169,00-355,Śródmieście,ul. Tamka,52.2367,21.0235
2170,00-088,Śródmieście,ul. Tłomackie,52.2443,21.0027
2171,00-342,Śródmieście,ul. Topiel,52.2391,21.0241
2172,00-350,Śródmieście,ul. Topiel,52.2379,21.0261
2173,00-074,Śródmieście,ul. Trębacka,52.2435,21.0134
2174,00-114,Śródmieście,ul. Twarda,52.2346,21.0006
2175,00-105,Śródmieście,ul. Twarda,52.2351,21.0005
2176,00-033,Śródmieście,ul. W. Górskiego,52.2338,21.0163
2177,00-211,Śródmieście,ul. Wałowa,52.2517,21.0001
2178,00-034,Śródmieście,ul. Warecka,52.2351,21.0165
2179,00-040,Śródmieście,ul. Warecka,52.2353,21.0165
2180,00-268,Śródmieście,ul. Wąski Dunaj,52.2495,21.0106
2181,00-256,Śródmieście,ul. Wąski Dunaj,52.2494,21.0105
2182,00-223,Śródmieście,ul. Wenedów,52.2585,21.0051
2183,00-023,Śródmieście,ul. Widok,52.2313,21.0141
2184,00-489,Śródmieście,ul. Wiejska,52.225,21.0272
2185,00-480,Śródmieście,ul. Wiejska,52.2264,21.025
2186,00-490,Śródmieście,ul. Wiejska,52.2268,21.0251
2187,00-479,Śródmieście,ul. Wiejska,52.2273,21.0242
2188,00-094,Śródmieście,ul. Wierzbowa,52.2431,21.0092
2189,00-422,Śródmieście,ul. Wilanowska,52.2302,21.0385
2190,00-532,Śródmieście,ul. Wilcza,52.2261,21.0206
2191,00-544,Śródmieście,ul. Wilcza,52.2251,21.0169
2192,00-678,Śródmieście,ul. Wilcza,52.2243,21.0136
2193,00-679,Śródmieście,ul. Wilcza,52.2239,21.0108
2194,00-670,Śródmieście,ul. Wilcza,52.2232,21.0076
2195,00-411,Śródmieście,ul. Wioślarska,52.2333,21.0396
2196,00-317,Śródmieście,ul. Wiślana,52.2421,21.0225
2197,00-224,Śródmieście,ul. Wójtowska,52.2547,21.005
2198,00-529,Śródmieście,ul. Wspólna,52.228,21.0202
2199,00-505,Śródmieście,ul. Wspólna,52.2286,21.02
2200,00-519,Śródmieście,ul. Wspólna,,
2201,00-684,Śródmieście,ul. Wspólna,,
2202,00-687,Śródmieście,ul. Wspólna,,
2203,00-390,Śródmieście,ul. Wybrzeże Kościuszkowskie,52.2378,21.0329
2204,00-379,Śródmieście,ul. Wybrzeże Kościuszkowskie,52.2382,21.0319
2205,00-347,Śródmieście,ul. Wybrzeże Kościuszkowskie,52.2413,21.028
2206,00-204,Śródmieście,ul. Z. Słomińskiego,52.2583,20.9959
2207,00-195,Śródmieście,ul. Z. Słomińskiego,52.2562,20.989
2208,00-441,Śródmieście,ul. Zagórna,52.2267,21.041
2209,00-351,Śródmieście,ul. Zajęcza,52.239,21.0272
2210,00-225,Śródmieście,ul. Zakroczymska,52.2546,21.0061
2211,00-018,Śródmieście,ul. Zgoda,52.2328,21.0134
2212,00-012,Śródmieście,ul. Zgoda,52.2335,21.0113
2213,00-108,Śródmieście,ul. Zielna,52.2365,21.0062
2214,00-019,Śródmieście,ul. Złota,52.2329,21.0118
2215,00-120,Śródmieście,ul. Złota,52.2308,21.002
2216,00-515,Śródmieście,ul. Żurawia,52.2285,21.0154
2217,00-503,Śródmieście,ul. Żurawia,52.2293,21.0194
2218,03-504,Targówek,ul. 11 Listopada,52.2684,21.0399
2219,03-627,Targówek,ul. A. Brodowskiego,52.2881,21.0685
2220,03-562,Targówek,ul. A. Gajkowicza,52.273,21.0587
2221,03-288,Targówek,ul. A. Kowalskiego,52.2966,21.0497
2222,03-599,Targówek,ul. A. Solińskiego,52.282,21.0561
2223,03-680,Targówek,ul. Agatowa,52.2812,21.0781
2224,03-663,Targówek,ul. Agnieszki,52.2906,21.062
2225,03-675,Targówek,ul. Amelińska,52.2783,21.0706
2226,03-642,Targówek,ul. Antygony,52.2918,21.0608
2227,03-681,Targówek,ul. Bajeczna,52.2812,21.0729
2228,03-329,Targówek,ul. Balkonowa,52.2855,21.0372
2229,03-543,Targówek,ul. Barkocińska,52.2685,21.0566
2230,03-358,Targówek,ul. Bartnicza,52.2872,21.027
2231,03-383,Targówek,ul. Baryczków,52.2889,21.0188
2232,03-203,Targówek,ul. Bazyliańska,52.2922,21.0225
2233,03-874,Targówek,ul. Beczkowa,52.2613,21.0796
2234,03-606,Targówek,ul. Benedykta,52.286,21.059
2235,03-578,Targówek,ul. Bieżuńska,52.2717,21.0649
2236,03-780,Targówek,ul. Birżańska,52.2635,21.0609
2237,03-641,Targówek,ul. Blokowa,52.2872,21.064
2238,03-604,Targówek,ul. Błażeja,52.2829,21.0615
2239,03-612,Targówek,ul. Błędowska,52.2799,21.067
2240,03-619,Targówek,ul. Bogumińska,52.2816,21.0696
2241,03-325,Targówek,ul. Bolesławicka,52.2838,21.0311
2242,03-352,Targówek,ul. Bolesławicka,52.2875,21.029
2243,03-377,Targówek,ul. Bolesławicka,52.2897,21.0265
2244,03-565,Targówek,ul. Borzymowska,52.2764,21.0476
2245,03-315,Targówek,ul. Budowlana,52.2809,21.0252
2246,03-676,Targówek,ul. Bukowiecka,52.2777,21.0723
2247,03-893,Targówek,ul. Bukowiecka,52.2709,21.0795
2248,03-650,Targówek,ul. Bystra,52.2923,21.0728
2249,03-697,Targówek,ul. Byszewska,52.2906,21.0816
2250,03-689,Targówek,ul. Chałupnicza,52.2849,21.0753
2251,03-781,Targówek,ul. Chemiczna,52.263,21.063
2252,03-658,Targówek,ul. Chmurna,52.2903,21.0682
2253,03-332,Targówek,ul. Chodecka,52.2878,21.0406
2254,03-350,Targówek,ul. Chodecka,52.2967,21.0423
2255,03-583,Targówek,ul. Chojnowska,52.2792,21.0642
2256,03-569,Targówek,ul. Chyrowska,52.2756,21.0499
2257,03-785,Targówek,ul. Ciemna,52.264,21.0667
2258,03-524,Targówek,ul. Cmentarna,52.2737,21.0398
2259,03-534,Targówek,ul. Cmentarna,52.2744,21.0372
2260,03-607,Targówek,ul. Codzienna,52.2861,21.0634
2261,03-668,Targówek,ul. Codzienna,52.2888,21.0621
2262,03-620,Targówek,ul. Czarna Droga,52.284,21.0684
2263,03-661,Targówek,ul. Czerwińska,52.2896,21.0621
2264,03-566,Targówek,ul. Dalanowska,52.2757,21.0476
2265,03-673,Targówek,ul. Deszczowa,52.2761,21.0711
2266,03-682,Targówek,ul. Diamentowa,52.2818,21.0812
2267,03-610,Targówek,ul. Don Kichota,52.2854,21.0583
2268,03-581,Targówek,ul. Drapińska,52.2776,21.0653
2269,03-609,Targówek,ul. Dyngus,52.2835,21.0675
2270,03-793,Targówek,ul. Dziewanny,52.2659,21.071
2271,03-876,Targówek,ul. Dźwińska,52.2612,21.0833
2272,03-341,Targówek,ul. F. Groëra,52.2877,21.0444
2273,03-580,Targówek,ul. Fantazyjna,52.2767,21.0618
2274,03-596,Targówek,ul. G. Reichera,52.284,21.0562
2275,03-614,Targówek,ul. Gdyńska,52.281,21.0671
2276,03-664,Targówek,ul. Gibraltarska,52.2886,21.064
